Plot,Clean Plot,True Genre,Predicted Genre
"A novelist (Patrick Holt) and his wife (Diana Dors) are sleeping peacefully in their new cottage when a mysterious older lady (Cicely Courtneidge) arrives, apparently stranded in a storm. She hands the writer her gun and some jewellery for safe-keeping, and asks for a bed for the night. Unfortunately, someone shoots her during the night and the author is accused of the crime. He is forced to turn detective to defend himself.",novelist patrick holt wife diana dors sleeping peacefully cottage mysterious older lady cicely courtneidge arrives apparently stranded storm hands writer gun jewellery safe keeping bed night unfortunately someone shoots night author accused crime forced turn detective defend,comedy,drama
"The drama related the tale of ex-racketeer Chet Chester (Corey) who is blackmailed by his former criminal partners. Chester's girlfriend Sally (Nancy Gates) kills one of his enemies. But Chester takes the blame, assuming that he has still got enough clout to escape with a light sentence. Meanwhile, Dona Williams (Keyes) flies to Hawaii because she is certain that Chester is her long-lost husband who was thought to have died at Pearl Harbor.",drama related tale ex racketeer chet chester corey blackmailed former criminal partners chester girlfriend sally nancy gates kills enemies chester blame assuming got enough clout escape light sentence dona williams keyes flies hawaii certain chester long lost husband thought died pearl harbor,crime,drama
The film is all about a traffic constable Venkata (Ramesh) who dreams big to become a commissioner. Situations provoke him to become a target for all the troubles that happen around him. Later he is sent as an undercover cop to a college. His duty is to bust the terrorist who are stealing the chemicals from that college to prepare bombs. How he comes out of the trouble and reaches his aim forms the rest of the plot told in a hilarious manner.,film traffic constable venkata ramesh dreams big become commissioner situations provoke become target troubles happen around sent undercover cop college duty bust terrorist stealing chemicals college prepare bombs how trouble reaches aim forms rest plot told hilarious manner,comedy,action
"While staying in a small French coastal town, a young English woman falls in love with a French cavalry officer. Their romance is dramatically cut short when she is sent back to England to finish her education in a convent, while he is wrongly accused of being a spy by a rival officer and sentenced to imprisonment on Devil's Island. She settles down to a comfortable and respectable marriage with a wealthy Englishman. Ten years later, however, she is threatened with blackmail, and her former lover escapes from Devil's Island to come to her aid. Seriously ill from his time on the penal colony, he dies shortly afterwards.",staying small french coastal town young english woman falls love french cavalry officer romance dramatically cut short sent england finish education convent wrongly accused spy rival officer sentenced imprisonment devil island settles comfortable respectable marriage wealthy englishman ten years threatened blackmail former lover escapes devil island aid seriously ill time penal colony dies shortly afterwards,crime,drama
"The movie begins with Jeeva (Prabhu), running away from his village to Chennai fearing a possible marriage with the daughter of a local chieftain (Radharavi), arranged by his father. He joins his old-friend Velu (Vadivelu), who runs an eatery in the city. Meanwhile, he saves a youth (Mahandahi Shankar), a henchman of a local goon Singam (Karthick) from some gangsters. Thus he gets the acquaintance of Singam. Meanwhile Singam come across Abi (Flora), a research scholar and Jeeva meets Divya (Manya). Both fall in love with them. Enters another goon (Raj Kapoor), who leaves his stolen money with Singam. He runs behind Singam to get the money back. Meanwhile Radharavi and his men come down to Chennai in search of Jeeva. Following a mishap, Jeeva admits Singam and an old woman Lakshmi (Latha) in a hospital. Mistaking Jeeva to be their missing grandson, Vijayakumar (father of Latha) and his relatives take him to Ooty. Fearing the Nattamai, Jeeva decides to go to Ooty and acts as their grandson. Comes Singam with a plan to murder Vijayakumar. However he manages to win the heart of the family members and they arrange for Jeeva and Singam's wedding with Vijayakumar's grand daughters Abi and Divya. Raj Kapoor and Radharavi enter the scene and all confusion begins. The rest is all but how both Jeeva and Singam succeed in walking away with Abi and Divya.",movie jeeva prabhu running village chennai fearing possible marriage daughter local chieftain radharavi arranged joins old friend velu vadivelu runs eatery city saves youth mahandahi shankar henchman local goon singam karthick gangsters thus acquaintance singam singam across abi flora research scholar jeeva meets divya manya fall love enters goon raj kapoor leaves stolen money singam runs behind singam money radharavi men chennai search jeeva following mishap jeeva admits singam old woman lakshmi latha hospital mistaking jeeva missing grandson vijayakumar latha relatives ooty fearing nattamai jeeva decides ooty acts grandson singam plan murder vijayakumar manages win heart family members arrange jeeva singam wedding vijayakumar grand daughters abi divya raj kapoor radharavi enter scene confusion rest how jeeva singam succeed walking abi divya,comedy,romance
"A young honey bee named Barry B. Benson (Jerry Seinfeld) has recently graduated from college and is about to enter the hive's Honex Industries honey-making workforce alongside his best friend Adam Flayman (Matthew Broderick). Barry is initially excited to join the workforce, but his courageous, non-conformist attitude emerges upon discovering that his choice of job will never change once picked. Later, the two bees run into a group of Pollen Jocks, bees who collect pollen from flowers outside the hive. The Jocks offer to take Barry outside the hive to a flower patch, and he accepts. While on his first pollen-gathering expedition in New York City, Barry gets lost in the rain, and ends up on the balcony of a human florist named Vanessa (Renée Zellweger). Upon noticing Barry, Vanessa's boyfriend Ken (Patrick Warburton) attempts to squash him, but Vanessa gently catches and releases Barry outside the window, saving his life. Barry later returns to express his gratitude to Vanessa, breaking the sacred rule that bees are not supposed to communicate with humans. Barry and Vanessa develop a close bond, bordering on attraction, and spend time together frequently. Later, while Barry and Vanessa are walking through a grocery store, Barry is horrified to discover that the humans have been stealing and eating the bees' honey for centuries. He decides to journey to Honey Farms, which supplies the grocery store with its honey. Furious at the poor treatment of the bees in the hive, including the use of bee smokers to subdue the colony, Barry decides to sue the human race to put an end to the exploitation of bees. Barry's mission attracts wide attention from bees and humans alike, and hundreds of people show up to watch the trial. Although Barry is up against tough defense attorney Layton T. Montgomery (John Goodman) the trial's first day goes well. That evening, Barry is having dinner with Vanessa when Ken shows up. Vanessa leaves the room, and Ken expresses to Barry that he hates the pair spending time together. When Barry leaves to use the restroom, Ken ambushes Barry and attempts to kill him, only for Vanessa to intervene and break up with Ken. The next day at the trial, Montgomery taunts the bees, which causes Adam to sting him. Adam's actions jeopardize the bees' credibility and put his life in danger, though he manages to survive. While visiting Adam in the hospital, Barry notices two people smoking outside, and is struck by inspiration. The next day, Barry wins the trial by exposing the jury to the cruel treatment bees are subjected to, particularly the smoker, and humans are banned from stealing honey from bees ever again. Having lost the trial, Montgomery cryptically warns Barry that a negative shift in the balance of nature is imminent. As it turns out, the sudden, massive stockpile of honey has put every bee out of a job, including the vitally important Pollen Jocks. As a result, without anything to pollinate them, the world's flowers slowly begin to die out. Before long, the only flowers left with healthy pollen are those in a flower parade called The Tournament of Roses in Pasadena, California. Barry and Vanessa travel to the parade and steal a parade float, which they load onto a plane to be delivered to the bees so they can re-pollinate the world's flowers. When the plane's pilot and copilot are knocked unconscious, Vanessa is forced to land the plane, with help from Barry and the bees from Barry's hive. Armed with the pollen of the last flowers, Barry and the Pollen Jocks manage to reverse the damage and save the world's flowers, restarting the bees' honey production. Humans and bees are seen working together, and certain brands of honey are now bee-approved. Barry becomes a member of the Pollen Jocks, helping to pollinate the world's plants. Barry is also seen running a law firm inside Vanessa's flower shop, titled Insects at Law, handling disputes between animals and humans. The film ends with Barry flying off to a flower patch with the Pollen Jocks.",young honey bee named barry b benson jerry seinfeld recently graduated college enter hive honex industries honey making workforce alongside best friend adam flayman matthew broderick barry initially excited join workforce courageous non conformist attitude emerges upon discovering choice job never change once picked bees run group pollen jocks bees collect pollen flowers outside hive jocks offer barry outside hive flower patch accepts pollen gathering expedition york city barry lost rain ends balcony human florist named vanessa ren e zellweger upon noticing barry vanessa boyfriend ken patrick warburton attempts squash vanessa gently catches releases barry outside window saving life barry returns express gratitude vanessa breaking sacred rule bees supposed communicate humans barry vanessa develop close bond bordering attraction spend time together frequently barry vanessa walking grocery store barry horrified discover humans stealing eating bees honey centuries decides journey honey farms supplies grocery store honey furious poor treatment bees hive including use bee smokers subdue colony barry decides sue human race put end exploitation bees barry mission attracts wide attention bees humans alike hundreds people show watch trial although barry against tough defense attorney layton t montgomery john goodman trial day well evening barry dinner vanessa ken shows vanessa leaves room ken expresses barry hates pair spending time together barry leaves use restroom ken ambushes barry attempts kill vanessa intervene break ken day trial montgomery taunts bees causes adam sting adam actions jeopardize bees credibility put life danger though manages survive visiting adam hospital barry notices people smoking outside struck inspiration day barry wins trial exposing jury cruel treatment bees subjected particularly smoker humans banned stealing honey bees ever lost trial montgomery cryptically warns barry negative shift balance nature imminent turns sudden massive stockpile honey put every bee job including vitally important pollen jocks result without anything pollinate world flowers slowly begin die long flowers left healthy pollen those flower parade called tournament roses pasadena california barry vanessa travel parade steal parade float load onto plane delivered bees re pollinate world flowers plane pilot copilot knocked unconscious vanessa forced land plane barry bees barry hive armed pollen last flowers barry pollen jocks manage reverse damage save world flowers restarting bees honey production humans bees seen working together certain brands honey bee approved barry member pollen jocks helping pollinate world plants barry seen running law firm inside vanessa flower shop titled insects law handling disputes animals humans film ends barry flying flower patch pollen jocks,animation,comedy
"For Kala, a boy from a village in Punjab, India, it is a love at first sight when he sees Aleesha, an Indo-Canadian girl. Kala also helps clear obstacles in the way of marriage of his brother Roop to his white Canadian girlfriend, Julia. Kala fights the cultural and historical differences to bring together and unite the two families. The film is shot at locations in India and Canada.",kala boy village punjab india love sight sees aleesha indo canadian girl kala helps clear obstacles marriage brother roop white canadian girlfriend julia kala fights cultural historical differences bring together unite families film shot locations india canada,comedy,romance
"In 1968, Justin McLeod has been living an isolated existence as a reclusive painter for the past seven years, following a car accident which left him disfigured on the right side of his face and chest by burns sustained in a post-crash fire. Young Chuck Nordstadt endures a dysfunctional relationship with his sister and their widowed mother. One day, Chuck meets McLeod on a ferry; Chuck is both intrigued and slightly scared of him. Chuck needs a tutor to help him pass a military academy's entrance exam. Eventually, Chuck persuades McLeod to become his teacher; although he is initially baffled by McLeod's unorthodox methods, the two develop a close friendship. Chuck keeps his daily meetings with McLeod a secret, to avoid being scorned for associating with a disfigured man whose past is shrouded in mystery. No one knows much about McLeod and few people have ever made an effort to know him; this has made McLeod the object of gossip, speculation, and suspicion. Ultimately, Widow Nordstadt learns that her son has been visiting McLeod. She and the rest of the town convince themselves that McLeod is molesting Chuck, despite Chuck's adamant denials. Chuck researches McLeod's car accident, which involved the death of another boy, hence McLeod's fear of another attachment. Chuck is forcibly taken to a psychiatrist, who Chuck accurately suspects is also biased against McLeod. Chuck inevitably confronts McLeod to learn the truth of his disfigurement and to discover the identity of that youth who was killed in the same car crash. As it turns out, the other boy was a student of McLeod's. Consequently, McLeod was unjustly branded a pedophile, was exiled from his hometown, was convicted of involuntary manslaughter and served three years in prison. Once his relationship with Chuck is openly known, McLeod is once again run out of town and ordered by the authorities to have no contact with Chuck. On his way out of town, McLeod leaves Chuck a note; it wishes him the best of luck in his academic goals and reminds him to be tolerant with people who are different. In the film's finale, Chuck is shown graduating from the military academy as his sister and their mom look on proudly. Chuck sees a familiar figure in the background and recognizes it as his faceless tutor.",justin mcleod living isolated existence reclusive painter past seven years following car accident left disfigured right side face chest burns sustained post crash fire young chuck nordstadt endures dysfunctional relationship sister widowed mother day chuck meets mcleod ferry chuck intrigued slightly scared chuck needs tutor pass military academy entrance exam chuck persuades mcleod become teacher although initially baffled mcleod unorthodox methods develop close friendship chuck keeps daily meetings mcleod secret avoid scorned associating disfigured whose past shrouded mystery knows much mcleod few people ever made effort know made mcleod object gossip speculation suspicion ultimately widow nordstadt learns son visiting mcleod rest town convince themselves mcleod molesting chuck despite chuck adamant denials chuck researches mcleod car accident involved death boy hence mcleod fear attachment chuck forcibly taken psychiatrist chuck accurately suspects biased against mcleod chuck inevitably confronts mcleod learn truth disfigurement discover identity youth killed same car crash turns boy student mcleod consequently mcleod unjustly branded pedophile exiled hometown convicted involuntary manslaughter served three years prison once relationship chuck openly known mcleod once run town ordered authorities contact chuck town mcleod leaves chuck note wishes best luck academic goals reminds tolerant people different film finale chuck shown graduating military academy sister mom look proudly chuck sees familiar figure background recognizes faceless tutor,drama,action
"Manoharlal Agarwal (played by Om Shivpuri) and Satyaprakash Agarwal (played by Arvind Deshpande) are wealthy businessmen and close friends. Manoharlal enters into a dispute with Hariram and to solve this he asks his friend Satyaprakash to be the sole arbitrator. To bond their friendship more, Manoharlal proposes to wed his daughter Nirmala (played by Madhu Kapoor[5]) with Satyaprakash's son Ajay (played by Arun Govil). He also proposes this in order to get favour from Satyaprakash in his case. Given the acceptances from both the families, Nirmala and Ajay keep meeting each other and soon fall in love. They are also engaged. But as the events in the case turn out, Satyaprakash gives his decision in favour of Hariram. This agitates Manoharlal and in vengeance he decides to break off the wedding. With his power of money he also gets himself appointed as a sole arbitrator in one of the cases involving Satyaprakash. He then decides to rule against Satyaprakash and ruin him financially. Nirmala is also made to marry another man, Murli. But just before the wedding, she decides to elope with Ajay. Seeing that her daughter has departed, Nirmala's mother goes in shock and falls critically ill. Hence Ajay brings back Nirmala so that her mother can feel better. In the case, Manoharlal sees how Satyaprakash is really innocent. Hence, with all the truth in front of him, he is unable to give a false verdict just for the sake of his vengeance. He thus realises in what situation Satyaprakash had been when he ruled and realises how the truth needs no support and always wins. They both patch up their animosity and the two lovers, Nirmala and Ajay, also get married.",manoharlal agarwal played om shivpuri satyaprakash agarwal played arvind deshpande wealthy businessmen close friends manoharlal enters dispute hariram solve friend satyaprakash sole arbitrator bond friendship manoharlal proposes wed daughter nirmala played madhu kapoor satyaprakash son ajay played arun govil proposes order favour satyaprakash case given acceptances families nirmala ajay keep meeting each fall love engaged events case turn satyaprakash gives decision favour hariram agitates manoharlal vengeance decides break wedding power money appointed sole arbitrator cases involving satyaprakash decides rule against satyaprakash ruin financially nirmala made marry murli wedding decides elope ajay seeing daughter departed nirmala mother shock falls critically ill hence ajay brings nirmala mother feel better case manoharlal sees how satyaprakash really innocent hence truth front unable give false verdict sake vengeance thus realises situation satyaprakash ruled realises how truth needs support always wins patch animosity lovers nirmala ajay married,drama,romance
"Bernard Bernie Webber, a crewman at the Coast Guard station in Chatham, Massachusetts, on Cape Cod, has fallen in love with a local girl, Miriam Pentinen. The two plan to marry on April 16, but in accordance with Coast Guard regulations, Bernie must seek permission from the station's commander, Daniel Cluff. On the day he is due to ask permission, the oil tanker SS Pendleton shears in half off the Chatham coast after getting caught in a nor'easter. With the majority of the station's crew already underway with the rescue of the similarly damaged SS Fort Mercer, Bernie is dispatched to pilot motor lifeboat CG 36500 to rescue the crew of Pendleton. Andrew Fitzgerald, Ervin Maske, and Richard P. Livesey volunteer to join Bernie on the rescue mission. Meanwhile, the Pendleton's engineer, Ray Sybert, as the surviving senior officer, organizes the surviving seamen to steer the sinking stern of the tanker onto a submerged reef, where it can lodge until rescuers arrive. When Miriam hears that Bernie is leading the rescue effort, she, like a number of townspeople, thinks this is a suicide mission. Few people in Chatham trust Cluff, since he is not from the area and does not know its treacherous weather. Miriam drives to the station, demanding that Cluff call Bernie back. Cluff refuses, and brusquely orders Miriam out. Between the Chatham harbor and the open sea lies a bar, a series of shoals that are very dangerous even in good weather. Bernie must time bursts of his engine to ride each approaching wave before it breaks as he pilots CG 36500 across the bar. Although he makes it over the bar, he loses his compass. Bernie steers CG 36500 to the stricken tanker. Although his boat's designated capacity is only 12 people, Bernie manages to rescue 32 crewmen. The stern of Pendleton begins sinking more rapidly during the rescue and goes down shortly after the last crewman comes aboard Bernie's boat. Relying on his knowledge of the coast and prevailing winds in place of his compass, Bernie steers CG 36500 toward home—a task made more difficult as Chatham loses power. Miriam and the other townspeople drive their cars to the pier and turn on their headlights to guide Bernie in. The film shows photographs from the event that briefly document the aftermath of the rescue. Two months later, Bernie and Miriam marry; they stay together for 58 years until Bernie's death in 2009. Webber and his crew receive the Gold Lifesaving Medal.",bernard bernie webber crewman coast guard station chatham massachusetts cape cod fallen love local girl miriam pentinen plan marry april accordance coast guard regulations bernie must seek permission station commander daniel cluff day due ask permission oil tanker ss pendleton shears half chatham coast getting caught nor easter majority station crew already underway rescue similarly damaged ss fort mercer bernie dispatched pilot motor lifeboat cg rescue crew pendleton andrew fitzgerald ervin maske richard p livesey volunteer join bernie rescue mission pendleton engineer ray sybert surviving senior officer organizes surviving seamen steer sinking stern tanker onto submerged reef lodge until rescuers arrive miriam hears bernie leading rescue effort like number townspeople thinks suicide mission few people chatham trust cluff since area know treacherous weather miriam drives station demanding cluff call bernie cluff refuses brusquely orders miriam chatham harbor open sea lies bar series shoals very dangerous even good weather bernie must time bursts engine ride each approaching wave breaks pilots cg across bar although makes bar loses compass bernie steers cg stricken tanker although boat designated capacity people bernie manages rescue crewmen stern pendleton sinking rapidly rescue shortly last crewman aboard bernie boat relying knowledge coast prevailing winds place compass bernie steers cg toward home task made difficult chatham loses power miriam townspeople drive cars pier turn headlights guide bernie film shows photographs event briefly document aftermath rescue months bernie miriam marry stay together years until bernie death webber crew receive gold lifesaving medal,drama,action
"The year is 2013. Skyscraper bombings are happening all over the world, by the direction of a force called His Voice. 27 years after the 00 Cyborg team disbanded, 007 now works for the British SIS and 002 now works for The USA's NSA after a falling out with the team and Joe. The two agents meet at a bar in New York City to exchange intel about His Voice and Pyunma's findings of a fossil which resembles an angel's skeleton possibly being related to it. The intelligence agencies of the world are all whispering about the incidents being related to His Voice, the unknown entity that is controlling operatives of the bombings. Joe Shimamura, who had his memories blocked and reset every 3 years by Professor Gilmore, is now a typical high school student, falsely believing that he has an unseen family and friends due to the Augmented Reality implanted in his brain. He also has a girlfriend named Tomoe, who seems familiar to him in some way. However, Joe is hearing His Voice due to his cybernetic brain. We learn that he was about to plant a bomb at the Roppongi Hills Tower, until 005 and 003 came to reactivate his memories. Dr. Isaac Gilmore suspects that these were orchestrated by the United States government's National Security Agency, in a bid to regain dominance as a global superpower. In Dubai, a B-2 bomber flown by a US Air Force pilot under the control of His Voice launches missiles at the city, with 002 in pursuit to intercept. 009 appears and uses his Acceleration mode to destroy the missiles. After 009 gets knocked off the plane by 002 in a fight, the pilot fires a nuclear bomb which destroys the entire city and kills the population of Dubai. 009 uses his Acceleration Mode to outrun the blast, but is left unconscious and lying on the beach. In his mind, he pictures himself in the burned out city, despondent over his failure. Tomoe appears to comfort him, and remind him of his purpose. Due to the EMP effects of the nuclear blast, communications are down and the team thinks Joe is dead. Nuclear missiles are fired and 003 fires interceptors and disables all of them except for one. With no time to lose, Joe requests 001 to teleport him into space to disarm the missile. 001 agrees but states he will be unable to return him to Earth at that distance, as Ivan would exhaust his power doing so. 002 flies up to try to help 009 but ends up burning out his rockets and damaging his stabilizers, causing him to plummet towards Earth. Joe then speaks to God and says that while humanity is foolish and causes suffering towards each other, he believes in them because they have such great potential to go beyond those vices and make their dreams become reality. He then pleads to him that the earth be spared, only for the bomb to detonate in space with Joe on top of it, the light of the explosion forming a cross. Francoise watches two falling stars, and silently prays upon both. After some indeterminate point of time, Joe finds himself waking up in an apartment in a place that appears to be Venice, and sees Francoise walking across a canal. She explains that he's in her safe house. Jet, Great Britain, and Pyunma also find themselves in the mysterious city, which Dr. Gilmore explains is the world created by His Voice. Back in the safe house, Joe and Fran talk about God for a bit and then the camera pans behind them to reveal that one of the angel skeletons is in her living room as a decoration. The movie's final shot after the credits roll ends with the image of an angel skeleton on the surface of the Moon.",year skyscraper bombings happening world direction force called voice years cyborg team disbanded works british sis works usa nsa falling team joe agents meet bar york city exchange intel voice pyunma findings fossil resembles angel skeleton possibly related intelligence agencies world whispering incidents related voice unknown entity controlling operatives bombings joe shimamura memories blocked reset every years professor gilmore typical high school student falsely believing unseen family friends due augmented reality implanted brain girlfriend named tomoe seems familiar joe hearing voice due cybernetic brain we learn plant bomb roppongi hills tower until came reactivate memories dr isaac gilmore suspects these were orchestrated united states government national security agency bid regain dominance global superpower dubai b bomber flown us air force pilot under control voice launches missiles city pursuit intercept appears uses acceleration mode destroy missiles knocked plane fight pilot fires nuclear bomb destroys entire city kills population dubai uses acceleration mode outrun blast left unconscious lying beach mind pictures burned city despondent failure tomoe appears comfort remind purpose due emp effects nuclear blast communications team thinks joe dead nuclear missiles fired fires interceptors disables except time lose joe requests teleport space disarm missile agrees states unable return earth distance ivan would exhaust power doing flies try ends burning rockets damaging stabilizers causing plummet towards earth joe speaks god says humanity foolish causes suffering towards each believes such great potential beyond those vices dreams become reality pleads earth spared bomb detonate space joe top light explosion forming cross francoise watches falling stars silently prays upon indeterminate point time joe waking apartment place appears venice sees francoise walking across canal explains safe jet great britain pyunma find themselves mysterious city dr gilmore explains world created voice safe joe fran talk god bit camera pans behind reveal angel skeletons living room decoration movie final shot credits roll ends image angel skeleton surface moon,animation,sci-fi
"Nobita and his dad buy a big rhinoceros beetle, which he promises to his dad to take good care of it. Later, Doraemon's group finds a strange island where a tribe co-exists with prehistoric creatures long believed to extinct yet preserved by a mythical beetle spirit named Golden Hercules. However, the group has to deal with a group of criminals from the future who intend to capture Golden Hercules for a profit.",nobita dad buy big rhinoceros beetle promises dad good care doraemon group strange island tribe co exists prehistoric creatures long believed extinct yet preserved mythical beetle spirit named golden hercules group deal group criminals future intend capture golden hercules profit,animation,comedy
A student of Sacred Heart Medical College is found murdered in mysterious circumstances. Police begin the investigation but soon two more girls are found murdered in the college campus. Daisy Wilfred IPS (Vani Viswanath) takes charge of the investigation.,student sacred heart medical college found murdered mysterious circumstances police begin investigation girls found murdered college campus daisy wilfred ips vani viswanath charge investigation,action,crime
"Slim (Stephen Dorff), Frank (Steven McCarthy), Otis (Cle Bennett) and Alex (Karen Cliche) are a group of youthful bank robbers who commit their crimes anonymously and in innovative ways involving extreme sports such as skating and snowboarding. Led by Lieutenant Macgruder (Bruce Payne) The group evades capture from the police, but an anonymous individual seems to know who they are and threatens to inform the police unless they undertake a robbery for him. Enter the Mafia, represented by underworld enforcer Surtayne (Steven Berkoff), who instructs the group to work for them also or they will all be killed. Slim becomes romantically involved with Karen (Natasha Henstridge), a detective who distrusts Macgruder, and to save her and his friends escape from the threat of the anonymous man and the Mafia, Slim concocts a daring robbery.",slim stephen dorff frank steven mccarthy otis cle bennett alex karen cliche group youthful bank robbers commit crimes anonymously innovative ways involving extreme sports such skating snowboarding led lieutenant macgruder bruce payne group evades capture police anonymous individual seems know threatens inform police unless undertake robbery enter mafia represented underworld enforcer surtayne steven berkoff instructs group work or killed slim romantically involved karen natasha henstridge detective distrusts macgruder save friends escape threat anonymous mafia slim concocts daring robbery,action,crime
"In 1995, Chris Brander (Ryan Reynolds) is an overweight high school student with a lisp, braces, and a gentle giant demeanor who secretly has a huge romantic crush on his classmate and best friend Jamie Palamino (Amy Smart). After confessing his feelings by writing them in Jamie's yearbook, he attends Jamie's graduation party. As he returns the yearbook to her, it is secretly swapped by her despicable ex-boyfriend, Tim (Ty Olsson), who reads the declaration aloud to everyone and humiliates Chris. Jamie doesn't reciprocate his romantic feelings; after they share a brief kiss on the cheek, Tim and the class burst in and humiliate Chris again. While Jamie admonishes them, an enraged Chris tearfully leaves the party, announcing that he would never return and vows to be more successful than everyone. Ten years later, Chris has lost weight, is handsome, and lives in Los Angeles; he is a womanizer who has dated supermodels, starlets, and socialites, works as a highly successful record producer and also holds a position of senior vice president of the same record corporation he works for. Prior to Christmas, Chris's employer, company CEO KC (Stephen Root), asks Chris to accompany an emerging self-obsessed pop singer named Samantha James (Anna Faris) to Paris to ensure she signs with their label, an order to which Chris reluctantly complies. During the trip to Paris, Samantha accidentally sets her private jet on fire resulting in an emergency landing in New Jersey, near Chris's hometown. Chris takes Samantha to his mother's house to spend the night and re-engages with his teenage past, including his unresolved feelings for Jamie. Samantha meets Chris's mother and 18-year-old brother Mike (Christopher Marquette) who has an enormous crush on Samantha. At the local bar, Chris encounters some old classmates, including his best friend Clark (Fred Ewanuick) and Clark's wife Darla (Amy Matysio); he also encounters Tim, who is now balding, fat, and a heavy drinker. Jamie also appears, working as a bartender to support herself through graduate school. Chris plans to impress and seduce Jamie. He gets Mike to keep Samantha busy during his date with Jamie, but the realization that Jamie's platonic friendship is important to him hampers Chris's plan. During a friendly ice skating day date, Chris is taken away in an ambulance after injuring himself. At the scene, Jamie is reunited with Dusty Dinkleman (Chris Klein), a paramedic and former high school nerd who was also romantically in love with her. That night, in an attempt to rectify his situation, Chris again leaves Samantha in Mike's hands and takes Jamie to a movie showing of The Notebook. Jamie, however, brings Dusty along, and Chris's mother ends up joining them, ruining Chris's plan. Meanwhile, Samantha plays a gig at the heavy metal club that Chris sent her to, gets booed off the stage and assaults a member of the audience. The next night, Chris goes to Jamie's for a Christmas party, planning to reveal his feelings for her, but he finds Dusty already there winning the guests over with his charm and musical talents. Back at Chris's place, Samantha ambushes Mike and pushes him against the bathroom wall demanding to find out Chris's location; fully aware of his feelings, she passionately tongue kisses him until he tells her where Chris has gone. In a rage, she drives to Jamie's house and crashes through her fence, destroying her family's Christmas decorations. Chris returns home in embarrassment, and Jamie follows him; she tells him she is not mad and they end up spending the night together catching up and looking at photos, but due to Chris's continuing lack of assertion, the two end up falling asleep and no romance ensues. The next day, Jamie speaks with Darla about the night before and her fear that Chris's lack of affection means that he doesn't like her. Jamie admits that while the two are just friends, she tried to put herself out there to Chris, to show Chris that she is interested in a relationship. Meanwhile, Chris goes to Clark's medical office to get advice, saying that the timing wasn't right and Jamie and Chris's history hinders his willingness to have sex with her. Outside the office, they happen to catch Dusty singing to a sexy nurse and then kissing her. Dusty reveals to Chris and Clark that he only plans to have sex with Jamie, as he wants to humiliate her in the same way that he felt she used to humiliate him when he was a nerd and she was the object of his crush. Chris tries to warn Jamie, but instead ends up attacking Dusty in front of her; Jamie refuses to listen when Chris tries to explain. Chris consequently gets drunk and goes to the bar where Jamie works, finding her there with Dusty. Jamie refuses to listen and Dusty tries to convince her to have sex with him. When Jamie gently turns him down, Dusty storms out of the bar. Chris and Jamie get into another fight, with him blaming her for keeping him in the friend zone and saying that she peaked in high school and will never amount to anything. Jamie punches Chris and he is tossed out of the bar. Upon returning to LA and having a frightening reunion with Samantha (who sneaks into Chris's house to surprise him), Chris realizes that Jamie is his one and only true love. He returns to New Jersey hoping to finally be with her. Chris declares his genuinely intense romantic love for Jamie at her house and the two share a kiss outside, in view of the neighborhood kids.",chris brander ryan reynolds overweight high school student lisp braces gentle giant demeanor secretly huge romantic crush classmate best friend jamie palamino amy smart confessing feelings writing jamie yearbook attends jamie graduation party returns yearbook secretly swapped despicable ex boyfriend tim ty olsson reads declaration aloud everyone humiliates chris jamie reciprocate romantic feelings share brief kiss cheek tim class burst humiliate chris jamie admonishes enraged chris tearfully leaves party announcing would never return vows successful than everyone ten years chris lost weight handsome lives los angeles womanizer dated supermodels starlets socialites works highly successful record producer holds position senior vice president same record corporation works prior christmas chris employer company ceo kc stephen root chris accompany emerging self obsessed pop singer named samantha james anna faris paris ensure signs label order chris reluctantly complies trip paris samantha accidentally sets private jet fire resulting emergency landing jersey near chris hometown chris samantha mother spend night re engages teenage past including unresolved feelings jamie samantha meets chris mother year old brother mike christopher marquette enormous crush samantha local bar chris encounters old classmates including best friend clark fred ewanuick clark wife darla amy matysio encounters tim balding fat heavy drinker jamie appears working bartender support herself graduate school chris plans impress seduce jamie mike keep samantha busy date jamie realization jamie platonic friendship important hampers chris plan friendly ice skating day date chris taken ambulance injuring scene jamie reunited dusty dinkleman chris klein paramedic former high school nerd romantically love night attempt rectify situation chris leaves samantha mike hands jamie movie showing notebook jamie brings dusty along chris mother ends joining ruining chris plan samantha plays gig heavy metal club chris sent booed stage assaults member audience night chris jamie christmas party planning reveal feelings dusty already winning guests charm musical talents chris place samantha ambushes mike pushes against bathroom wall demanding find chris location fully aware feelings passionately tongue kisses until chris gone rage drives jamie crashes fence destroying family christmas decorations chris returns home embarrassment jamie follows mad end spending night together catching looking photos due chris continuing lack assertion end falling asleep romance ensues day jamie speaks darla night fear chris lack affection means like jamie admits friends tried put herself chris show chris interested relationship chris clark medical office advice saying timing right jamie chris history hinders willingness sex outside office happen catch dusty singing sexy nurse kissing dusty reveals chris clark plans sex jamie wants humiliate same felt used humiliate nerd object crush chris warn jamie instead ends attacking dusty front jamie refuses listen chris explain chris consequently drunk bar jamie works finding dusty jamie refuses listen dusty convince sex jamie gently turns dusty storms bar chris jamie fight blaming keeping friend zone saying peaked high school never amount anything jamie punches chris tossed bar upon returning la frightening reunion samantha sneaks chris surprise chris realizes jamie true love returns jersey hoping finally chris declares genuinely intense romantic love jamie share kiss outside view neighborhood kids,romance,comedy
